City_ID,city,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
298,clarence town,AU,-32.5833,151.7833,288.12,92,75,3.25,broken clouds
299,aksarka,RU,66.5606,67.7975,285.23,84,98,2.55,overcast clouds
300,urumqi,CN,43.801,87.6005,294.68,25,0,5,clear sky
301,umm lajj,SA,25.0213,37.2685,304.88,46,5,0.24,clear sky
302,ucluelet,CA,48.9329,-125.5528,306.51,77,12,1.34,few clouds
303,esil,KZ,51.9556,66.4042,294,50,76,2.67,broken clouds
304,hasaki,JP,35.7333,140.8333,300.53,87,97,4.89,overcast clouds
305,shubarshi,KZ,48.5872,57.1869,301.11,29,20,3.34,few clouds
306,mahajanga,MG,-15.7167,46.3167,295.16,83,20,1.54,few clouds
307,cayenne,GF,4.9333,-52.3333,301.53,80,44,0.89,scattered clouds
308,caravelas,BR,-17.7125,-39.2481,292.76,72,76,2.41,broken clouds
309,samusu,,,,,,,,
310,araquari,BR,-26.3703,-48.7211,291,88,13,1.35,few clouds
311,gornoye loo,RU,43.7129,39.6049,298.03,78,4,2.19,clear sky
312,aklavik,CA,68.2191,-135.0107,291.02,59,93,7.02,overcast clouds
313,leh,IN,34.1667,77.5833,290.26,45,18,2.49,few clouds
314,mao,ES,39.8885,4.2658,296.46,73,20,3.09,few clouds
315,zhigansk,RU,66.7697,123.3711,290.03,55,17,3.99,few clouds
316,neya,RU,58.2972,43.8681,291.39,93,100,3.65,overcast clouds
317,bonthe,SL,7.5264,-12.505,297.71,75,37,2.72,scattered clouds
318,serenje,ZM,-13.2325,30.2352,284.75,59,0,2,clear sky
319,lac du bonnet,CA,50.2536,-96.0612,304.57,22,20,2.7,few clouds
320,marshfield,US,44.6689,-90.1718,299,53,90,1.54,overcast clouds
321,nizhneyansk,,,,,,,,
322,skegness,GB,53.1436,0.3363,289.31,70,100,5.52,overcast clouds
323,noumea,NC,-22.2763,166.4572,293.71,99,0,1.37,clear sky
324,margate,GB,51.3813,1.3862,289.84,73,100,0.89,overcast clouds
325,kuche,,,,,,,,
326,amuntai,ID,-2.4177,115.2494,296.21,98,100,0.97,overcast clouds
327,kirakira,SB,-10.4544,161.9205,298.48,75,99,4.29,overcast clouds
328,smoky lake,CA,54.1169,-112.4686,303.9,25,100,7.29,overcast clouds
329,beatrice,US,40.2681,-96.747,300.83,41,1,2.57,clear sky
330,jackson,US,42.4165,-122.8345,311.9,20,1,4.12,clear sky
331,dodge city,US,37.7528,-100.0171,302.95,40,1,2.68,haze
332,saint-felicien,CA,48.6501,-72.4491,291.4,58,91,2.93,overcast clouds
333,gondanglegi,ID,-7.7479,112.0132,296.8,91,38,6.19,scattered clouds
334,bambanglipuro,ID,-7.95,110.2833,297.44,88,89,5.08,overcast clouds
335,rupert,US,42.6191,-113.6772,301.84,36,98,5.18,overcast clouds
336,mataram,ID,-8.5833,116.1167,297.6,89,64,4.41,broken clouds
337,tomatlan,MX,19.9333,-105.25,305.32,63,77,3.59,broken clouds
338,miyako,JP,39.6367,141.9525,299.72,83,98,3.44,overcast clouds
339,leningradskiy,RU,69.3833,178.4167,273.73,99,100,4.75,light snow
340,namatanai,PG,-3.6667,152.4333,300.34,79,27,2.7,scattered clouds
341,attawapiskat,,,,,,,,
342,saint-pierre,RE,-21.3393,55.4781,292.2,59,0,3.09,clear sky
343,vannes,FR,47.8333,-2.5,289.97,91,100,2.36,overcast clouds
344,sorvag,,,,,,,,
345,naze,JP,28.3667,129.4833,299.66,86,61,7.15,broken clouds
346,sakakah,SA,29.9697,40.2064,305.11,13,0,3.04,clear sky
347,wamba,NG,8.9333,8.6,294.67,95,97,1.23,light rain
348,meulaboh,ID,4.1363,96.1285,296.81,85,83,2.21,broken clouds
349,marinha grande,PT,39.7477,-8.9323,292.67,88,32,0.89,scattered clouds
350,nadym,RU,65.5333,72.5167,285.87,87,70,4.16,broken clouds
351,la rioja,ES,42.25,-2.5,289.29,91,45,1.35,scattered clouds
352,nemuro,JP,43.3236,145.575,293.67,98,99,2.17,overcast clouds
353,ahuimanu,US,21.4447,-157.8378,303.99,58,75,6.17,broken clouds
354,kollumerland,,,,,,,,
355,sistranda,NO,63.7256,8.834,284.76,69,34,2.32,scattered clouds
356,marawi,PH,7.9986,124.2928,293.51,88,98,2.76,light rain
357,kiama,AU,-34.6833,150.8667,288.29,81,59,0.89,broken clouds
358,mumbwa,ZM,-14.9783,27.0619,287.52,47,0,1.94,clear sky
359,saleaula,,,,,,,,
360,benguela,AO,-12.5763,13.4055,294.37,84,0,1.29,clear sky
361,khandyga,RU,62.6667,135.6,292.64,56,50,0.48,scattered clouds
362,bukachacha,RU,52.9833,116.9167,288.21,97,97,0.9,overcast clouds
363,karak,JO,31.1667,35.75,297.3,28,0,1.07,clear sky
364,kangaatsiaq,GL,68.3065,-53.4641,279.05,92,15,7.11,few clouds
365,acarau,BR,-2.8856,-40.12,298.4,74,8,3.48,clear sky
366,vuktyl,RU,63.8567,57.3094,286.16,97,25,2.07,scattered clouds
367,dukat,RU,62.55,155.55,273.96,92,100,2.65,light snow
368,lyngseidet,NO,69.5763,20.2189,281.2,88,89,2.29,overcast clouds
369,shatsk,RU,54.0258,41.7119,296.33,52,50,4.32,scattered clouds
370,pareora,NZ,-44.4871,171.2132,282.14,55,100,9.69,overcast clouds
371,changji,CN,44.0167,87.3167,296.59,25,0,5,clear sky
372,vila franca do campo,PT,37.7167,-25.4333,293.38,80,0,3.03,clear sky
373,lompoc,US,34.6391,-120.4579,309.89,65,1,6.17,clear sky
374,oakland,US,42.6667,-83.3999,298.53,48,40,4.12,scattered clouds
375,puri,IN,19.8,85.85,302.25,74,100,3.17,overcast clouds
376,nouadhibou,MR,20.931,-17.0347,293.87,88,51,8.13,broken clouds
377,emerald,AU,-23.5333,148.1667,293.14,44,12,2.44,few clouds
378,iowa city,US,41.6611,-91.5302,299.9,44,75,2.06,broken clouds
379,tawnat,,,,,,,,
380,talnakh,RU,69.4865,88.3972,292.2,53,100,2.05,overcast clouds
381,grand gaube,MU,-20.0064,57.6608,294.05,63,1,1.96,clear sky
382,racine,US,42.7495,-88.0751,297.98,57,84,3.09,broken clouds
383,haines junction,CA,60.7522,-137.5108,297.15,43,94,1.19,light rain
384,banjarmasin,ID,-3.3244,114.591,297.23,92,100,0.63,overcast clouds
385,macaboboni,,,,,,,,
386,bogande,BF,12.9714,-0.1436,302.17,56,62,4.89,broken clouds
387,karaton,ID,-6.3424,106.1045,298.68,95,80,0.54,broken clouds
388,maitum,PH,6.0392,124.4986,299,80,61,1.52,broken clouds
389,boguchany,RU,58.3814,97.4531,285.56,95,14,1.09,few clouds
390,lockport,US,41.5895,-88.0578,298.14,59,90,0,overcast clouds
391,tumannyy,,,,,,,,
392,tocopilla,CL,-22.092,-70.1979,290.85,68,92,1.89,overcast clouds
393,shihezi,CN,44.3,86.0333,296.69,19,99,1.91,overcast clouds
394,teluk nibung,ID,3.001,99.8164,297.44,90,100,2.03,overcast clouds
395,luderitz,NA,-26.6481,15.1594,292.49,37,0,0.82,clear sky
396,dawson creek,CA,55.7666,-120.2362,292.04,74,100,1.69,overcast clouds
397,filadelfia,US,39.9523,-75.1638,301.56,45,40,1.79,scattered clouds
398,gorontalo,ID,0.5412,123.0595,296.76,93,68,0.78,broken clouds
399,geraldton,AU,-28.7667,114.6,280.38,87,3,5.14,clear sky
400,sioux lookout,CA,50.1001,-91.917,300.36,31,84,3.95,broken clouds
401,saint-ambroise,CA,48.5501,-71.3324,292.53,60,95,2.27,overcast clouds
402,meyungs,,,,,,,,
403,faanui,PF,-16.4833,-151.75,299.33,76,58,7.48,broken clouds
404,port hedland,AU,-20.3167,118.5667,284.18,30,19,3.6,few clouds
405,mayo,US,38.8876,-76.5119,301.69,59,1,2.24,clear sky
406,sidi qasim,,,,,,,,
407,westlock,CA,54.1502,-113.8688,293.35,29,100,3.31,overcast clouds
408,college,US,64.8569,-147.8028,302.12,45,20,3.09,few clouds
409,belyy yar,RU,53.6039,91.3903,291.09,77,0,2,light rain
410,ust-kamchatsk,,,,,,,,
411,denpasar,ID,-8.65,115.2167,297.96,100,75,4.63,light rain
412,narsaq,GL,60.9167,-46.05,285.27,89,92,3.15,overcast clouds
413,mandali,IQ,33.7499,45.5541,309.83,14,35,3.74,scattered clouds
414,rungata,,,,,,,,
415,soyo,AO,-6.1349,12.3689,295.65,86,35,2.5,scattered clouds
416,sitka,US,57.0531,-135.33,290.09,72,90,6.69,overcast clouds
417,mentok,,,,,,,,
418,bhaderwah,IN,32.9784,75.7186,291.82,91,6,1.03,clear sky
419,louisbourg,,,,,,,,
420,nagato,JP,34.3833,131.2,300.12,85,99,4.24,overcast clouds
421,sao filipe,CV,14.8961,-24.4956,298.03,82,32,2.36,scattered clouds
422,avera,US,33.194,-82.5271,307.54,35,13,2.19,few clouds
423,megion,RU,61.0296,76.1136,287.16,94,100,2.99,overcast clouds
424,karamken,,,,,,,,
425,guanare,VE,9.0418,-69.7421,297.1,89,33,3.61,scattered clouds
426,mangile,,,,,,,,
427,basco,PH,20.4487,121.9702,301.23,88,100,14.48,overcast clouds
428,ilhabela,BR,-23.7781,-45.3581,290.62,87,26,0.47,scattered clouds
429,san ignacio,BZ,17.1561,-89.0714,296.23,100,0,0,clear sky
430,iberia,US,29.9502,-91.7507,303.69,83,20,2.57,few clouds
431,mana,GF,5.6592,-53.7767,298.58,87,48,3.39,scattered clouds
432,qeshm,IR,26.9581,56.2719,307.08,64,45,1.85,scattered clouds
433,tanabe,JP,33.7333,135.3667,299.22,83,99,0.45,heavy intensity rain
434,yate,GB,51.5407,-2.4184,288.28,93,100,1.04,overcast clouds
435,ivanteyevka,RU,55.9711,37.9208,294.96,91,87,1.79,overcast clouds
436,wadi musa,JO,30.3222,35.4793,296.29,34,0,1.04,clear sky
437,aranos,NA,-24.1333,19.1167,286.49,28,0,5.4,clear sky
438,svetlaya,RU,46.5389,138.3297,290.92,93,100,3.87,overcast clouds
439,flinders,AU,-34.5833,150.8552,288.18,87,65,0.45,broken clouds
440,kenora,CA,49.8167,-94.4337,301.93,27,18,1.94,few clouds
441,suao,,,,,,,,
442,maniitsoq,GL,65.4167,-52.9,281.5,92,100,2.6,overcast clouds
443,baruun-urt,MN,46.6806,113.2792,291.13,50,95,2.36,overcast clouds
444,nguiu,,,,,,,,
445,sillamae,EE,59.3997,27.7547,288.1,88,100,3.29,overcast clouds
